Tool,feature,shift_z,operation,n,abs_shift_z
L,520X48,-0.03837593887093892,520,178,0.03837593887093892
L,440AX7,0.03835575845073566,UNKNOWN,178,0.03835575845073566
L,312X718,0.03831199682879942,312,178,0.03831199682879942
N,520X62,0.03830788285823911,520,266,0.03830788285823911
L,440AX90,0.03826006740744075,UNKNOWN,178,0.03826006740744075
L,340X188,0.0382304013872803,340,178,0.0382304013872803
L,440AX50,0.03821735349740452,UNKNOWN,178,0.03821735349740452
N,312X269,0.03820415446869994,312,266,0.03820415446869994
N,310X121,0.03820075062190644,310,266,0.03820075062190644
N,312X143,-0.03817533454446929,312,266,0.03817533454446929
J,311X14,-0.038152182178480716,311,142,0.038152182178480716
J,312X355,0.03814705839172842,312,142,0.03814705839172842
L,440AX23,0.03813919922741084,UNKNOWN,178,0.03813919922741084
L,330X1,-0.03810072352049105,330,178,0.03810072352049105
N,330X482,-0.03805843235711818,330,266,0.03805843235711818
L,330X1006,-0.038056327487869676,330,178,0.038056327487869676
L,312X16,-0.03804729726692509,312,178,0.03804729726692509
N,420X189,-0.03804219519490145,420,266,0.03804219519490145
N,420X188,-0.03804219519490144,420,266,0.03804219519490144
M,312X638,-0.03803192294912996,312,128,0.03803192294912996
O,310X158,-0.03802789396492209,310,86,0.03802789396492209
L,330X422,-0.03801463271984006,330,178,0.03801463271984006
L,440AX82,0.038011207233705366,UNKNOWN,178,0.038011207233705366
L,440AX144,-0.03800509133788809,UNKNOWN,178,0.03800509133788809
L,440AX22,0.037994376529469444,UNKNOWN,178,0.037994376529469444
N,311X195,-0.03799071242661519,311,266,0.03799071242661519
L,400X4,-0.03797561569506304,400,178,0.03797561569506304
L,440AX56,0.037966524310870185,UNKNOWN,178,0.037966524310870185
J,400X120,-0.03795658407108331,400,142,0.03795658407108331
L,440AX4,0.03794444361273174,UNKNOWN,178,0.03794444361273174
N,330X19,0.03790855360855347,330,266,0.03790855360855347
L,330X162,-0.03790800965721661,330,178,0.03790800965721661
N,420X195,0.037900983978682544,420,266,0.037900983978682544
L,311X139,0.0378930712131617,311,178,0.0378930712131617
L,440AX85,0.037886826571314605,UNKNOWN,178,0.037886826571314605
J,340X175,-0.03787398172312918,340,142,0.03787398172312918
M,312X269,0.03786225847847856,312,128,0.03786225847847856
N,750X987,-0.037861252630870576,750,266,0.037861252630870576
L,312X428,0.037829594516451966,312,178,0.037829594516451966
L,440AX61,0.03782899441435537,UNKNOWN,178,0.03782899441435537
L,440AX9,0.03782679410068833,UNKNOWN,178,0.03782679410068833
N,400X94,0.037820499558082574,400,266,0.037820499558082574
N,311X192,-0.037812866282021684,311,266,0.037812866282021684
O,210X34,0.03780461754067223,210,86,0.03780461754067223
N,400X159,-0.03780306520220471,400,266,0.03780306520220471
L,340X133,-0.03775865308414877,340,178,0.03775865308414877
J,330X31,-0.03772239741489537,330,142,0.03772239741489537
O,400X88,0.03772042194464594,400,86,0.03772042194464594
N,312X137,-0.03771695361708299,312,266,0.03771695361708299
N,310X99,-0.03771133965630581,310,266,0.03771133965630581
L,220X177,-0.03770759924944148,220,178,0.03770759924944148
L,520X134,-0.0377048964267254,520,178,0.0377048964267254
N,420X141,-0.03769820183653379,420,266,0.03769820183653379
L,440AX127,0.03769744870029979,UNKNOWN,178,0.03769744870029979
N,330X492,-0.037687204360100146,330,266,0.037687204360100146
L,440AX102,0.03767148064048428,UNKNOWN,178,0.03767148064048428
L,312X447,0.037654388328490745,312,178,0.037654388328490745
J,311X80,0.037651453684442525,311,142,0.037651453684442525
M,330X328,-0.03764401364350021,330,128,0.03764401364350021
J,312X199,-0.037620510192802714,312,142,0.037620510192802714
N,360X635,-0.03760482890648489,360,266,0.03760482890648489
O,340X183,0.03759798946066042,340,86,0.03759798946066042
L,440AX35,0.03758582763444889,UNKNOWN,178,0.03758582763444889
M,312X38,-0.03755542064703829,312,128,0.03755542064703829
O,310X160,0.03754650650420155,310,86,0.03754650650420155
L,520X258,-0.037530408427426894,520,178,0.037530408427426894
M,520X233,-0.03752424127282289,520,128,0.03752424127282289
J,360X436,-0.037511614969139455,360,142,0.037511614969139455
L,440AX49,0.03750950393227314,UNKNOWN,178,0.03750950393227314
L,440AX21,0.037485262783310595,UNKNOWN,178,0.037485262783310595
L,440AX34,0.03741207479622636,UNKNOWN,178,0.03741207479622636
J,344X60,-0.03740983347290828,344,142,0.03740983347290828
L,330X211,0.03736119942497197,330,178,0.03736119942497197
L,440AX24,0.037354713568896525,UNKNOWN,178,0.037354713568896525
N,750X403,0.037345045719292674,750,266,0.037345045719292674
L,440AX36,0.037291210748952246,UNKNOWN,178,0.037291210748952246
O,400X90,0.037274193916537066,400,86,0.037274193916537066
N,750X3,0.03724849985975875,750,266,0.03724849985975875
N,344X257,-0.03724221778065827,344,266,0.03724221778065827
L,440AX51,0.037232178043439125,UNKNOWN,178,0.037232178043439125
N,400X109,-0.03721735554332988,400,266,0.03721735554332988
L,312X725,0.0371939111877524,312,178,0.0371939111877524
N,312X441,-0.03717704823733853,312,266,0.03717704823733853
N,750X436,0.03716624508648551,750,266,0.03716624508648551
M,344X174,-0.037158247777713316,344,128,0.037158247777713316
O,340X107,0.03714995680717085,340,86,0.03714995680717085
L,440AX39,0.03712331665908346,UNKNOWN,178,0.03712331665908346
M,311X94,0.03711750979221529,311,128,0.03711750979221529
L,312X740,-0.03710859797515802,312,178,0.03710859797515802
J,330X1042,-0.037103309796783196,330,142,0.037103309796783196
L,520X313,-0.037102810792901876,520,178,0.037102810792901876
N,420X118,-0.03709258917914325,420,266,0.03709258917914325
N,400X81,-0.03708665464002145,400,266,0.03708665464002145
M,312X81,-0.03706351019541007,312,128,0.03706351019541007
L,440AX19,0.0370561717241264,UNKNOWN,178,0.0370561717241264
N,310X103,-0.03704126364331731,310,266,0.03704126364331731
N,400X73,-0.03702506192181387,400,266,0.03702506192181387
L,440AX70,0.03702426759539,UNKNOWN,178,0.03702426759539
O,330X940,0.037016920974600194,330,86,0.037016920974600194
M,312X64,0.03700357127255261,312,128,0.03700357127255261
L,311X210,-0.0370025048196796,311,178,0.0370025048196796
N,400X214,0.036985170922043314,400,266,0.036985170922043314
J,520X389,0.036982896765945045,520,142,0.036982896765945045
L,340X101,0.03696325895224989,340,178,0.03696325895224989
M,312X199,-0.03693682519368382,312,128,0.03693682519368382
N,312X759,-0.0369363371204383,312,266,0.0369363371204383
N,520X283,-0.03692958935759235,520,266,0.03692958935759235
L,311X89,0.03691940460752224,311,178,0.03691940460752224
L,440AX6,0.03691855660155303,UNKNOWN,178,0.03691855660155303
M,360X1,-0.036916005911802954,360,128,0.036916005911802954
N,312X223,-0.0368944914362048,312,266,0.0368944914362048
M,360X763,-0.03688670865351265,360,128,0.03688670865351265
L,312X269,0.03688267348119074,312,178,0.03688267348119074
N,330X401,-0.036860257935133055,330,266,0.036860257935133055
O,400X92,0.0368479455275732,400,86,0.0368479455275732
O,344X245,-0.03684575523659132,344,86,0.03684575523659132
L,750X1083,0.036837639439251786,750,178,0.036837639439251786
J,340X145,0.03683511807281847,340,142,0.03683511807281847
M,330X218,0.03682986737069668,330,128,0.03682986737069668
N,312X361,-0.03680825740074387,312,266,0.03680825740074387
L,440AX20,0.0368053454905332,UNKNOWN,178,0.0368053454905332
N,420X133,-0.036793782786936104,420,266,0.036793782786936104
N,420X146,-0.03679378278691325,420,266,0.03679378278691325
M,344X51,-0.036785594638909486,344,128,0.036785594638909486
N,344X51,-0.03678559463889726,344,266,0.03678559463889726
O,344X51,-0.03678559463888504,344,86,0.03678559463888504
J,344X51,-0.03678559463888504,344,142,0.03678559463888504
N,312X516,-0.03676399192335923,312,266,0.03676399192335923
N,310X44,0.036746852611484235,310,266,0.036746852611484235
J,400X160,-0.03674378270819232,400,142,0.03674378270819232
M,420X16,0.03673571077266439,420,128,0.03673571077266439
L,440AX55,0.03671031508142713,UNKNOWN,178,0.03671031508142713
L,400X58,-0.03668267182616605,400,178,0.03668267182616605
M,312X111,-0.03667188413802512,312,128,0.03667188413802512
N,340X17,0.036666443297433314,340,266,0.036666443297433314
N,344X150,-0.03662507395468518,344,266,0.03662507395468518
M,312X259,-0.0365921460351346,312,128,0.0365921460351346
M,330X211,-0.036591740233685915,330,128,0.036591740233685915
J,330X1221,0.03657792667465905,330,142,0.03657792667465905
O,311X68,0.036573077711481765,311,86,0.036573077711481765
N,400X32,-0.036569583234977374,400,266,0.036569583234977374
N,344X104,0.03656059966331341,344,266,0.03656059966331341
M,750X896,0.03654487912712314,750,128,0.03654487912712314
M,750X3,0.03651710563812553,750,128,0.03651710563812553
L,344X195,-0.03650932566280322,344,178,0.03650932566280322
L,220X204,0.03647976973109167,220,178,0.03647976973109167
J,340X67,-0.036478496838553615,340,142,0.036478496838553615
L,440AX87,0.03647231224801306,UNKNOWN,178,0.03647231224801306
M,330X450,0.03646481205837157,330,128,0.03646481205837157
J,330X98,0.03645316704675403,330,142,0.03645316704675403
N,344X244,-0.03644245811608484,344,266,0.03644245811608484
M,400X123,-0.036426022226493084,400,128,0.036426022226493084
L,440AX74,0.03641827902215816,UNKNOWN,178,0.03641827902215816
M,344X212,-0.0364068711965735,344,128,0.0364068711965735
M,344X186,-0.036399105608772506,344,128,0.036399105608772506
L,312X171,0.03639322063157846,312,178,0.03639322063157846
O,220X54,-0.03638019645988227,220,86,0.03638019645988227
N,312X666,0.03638017371608734,312,266,0.03638017371608734
N,311X12,-0.0363624851961121,311,266,0.0363624851961121
J,312X380,0.03633225203425731,312,142,0.03633225203425731
L,420X148,0.03631225300915397,420,178,0.03631225300915397
O,330X302,-0.036253795898674834,330,86,0.036253795898674834
N,311X204,-0.03621579248083453,311,266,0.03621579248083453
M,312X694,-0.036197894212934574,312,128,0.036197894212934574
M,330X1196,0.0361770106610719,330,128,0.0361770106610719
N,312X678,0.03615963599766046,312,266,0.03615963599766046
L,520X432,-0.03612841451520829,520,178,0.03612841451520829
L,440AX32,0.03610022689090869,UNKNOWN,178,0.03610022689090869
J,400X193,-0.03605599982861786,400,142,0.03605599982861786
N,750X392,0.03605181796462488,750,266,0.03605181796462488
L,440AX84,0.036035307561327744,UNKNOWN,178,0.036035307561327744
L,440AX73,0.03603040669896583,UNKNOWN,178,0.03603040669896583
L,440AX33,0.03602179334897853,UNKNOWN,178,0.03602179334897853
L,420X99,0.036020750296861935,420,178,0.036020750296861935
L,750X763,-0.03601958323097158,750,178,0.03601958323097158
N,210X124,-0.03600932249506315,210,266,0.03600932249506315
L,311X133,-0.0359959317075411,311,178,0.0359959317075411
L,440AX212,-0.03593049224052158,UNKNOWN,178,0.03593049224052158
L,520X288,-0.03592651070796478,520,178,0.03592651070796478
N,312X476,-0.03592081173761517,312,266,0.03592081173761517
O,360X685,-0.03590960773778166,360,86,0.03590960773778166
N,360X621,-0.035890828865350693,360,266,0.035890828865350693
L,310X107,-0.035857801443454934,310,178,0.035857801443454934
L,340X7,0.035842809282428764,340,178,0.035842809282428764
L,210X6,-0.03584223802410551,210,178,0.03584223802410551
J,400X33,0.03583618412593056,400,142,0.03583618412593056
O,312X471,-0.035809847605522506,312,86,0.035809847605522506
L,360X403,0.03576808765553234,360,178,0.03576808765553234
L,440AX31,0.035730278218036614,UNKNOWN,178,0.035730278218036614
L,440AX80,0.035723684944348195,UNKNOWN,178,0.035723684944348195
N,330X502,-0.035713016345399036,330,266,0.035713016345399036
N,420X40,-0.03569637651522198,420,266,0.03569637651522198
M,312X691,0.03568728920079603,312,128,0.03568728920079603
L,220X21,-0.03567698914851834,220,178,0.03567698914851834
N,330X472,-0.03566530059433833,330,266,0.03566530059433833
J,520X68,0.03566290367263513,520,142,0.03566290367263513
J,311X84,0.03562167973796825,311,142,0.03562167973796825
N,330X351,0.03561401930893826,330,266,0.03561401930893826
L,310X151,-0.03559574931445374,310,178,0.03559574931445374
L,311X76,0.035580828213601944,311,178,0.035580828213601944
N,312X192,0.03557739261100841,312,266,0.03557739261100841
N,344X246,-0.03557704641228433,344,266,0.03557704641228433
L,520X182,0.03557306666798868,520,178,0.03557306666798868
M,360X554,-0.03553461006719241,360,128,0.03553461006719241
J,312X263,-0.03552953758917099,312,142,0.03552953758917099
J,420X40,0.035474911933844944,420,142,0.035474911933844944
O,420X95,-0.0354560625219224,420,86,0.0354560625219224
L,440AX93,0.03539540380621454,UNKNOWN,178,0.03539540380621454
N,312X698,-0.035389808728898686,312,266,0.035389808728898686
M,312X459,0.035377456888751956,312,128,0.035377456888751956
O,312X459,0.035377456888751956,312,86,0.035377456888751956
L,312X459,0.035377456888751956,312,178,0.035377456888751956
N,312X459,0.035377456888751956,312,266,0.035377456888751956
N,312X328,-0.035377456883861264,312,266,0.035377456883861264
J,312X328,-0.035377456883861264,312,142,0.035377456883861264
O,312X328,-0.035377456883861264,312,86,0.035377456883861264
L,312X328,-0.035377456883861264,312,178,0.035377456883861264
M,312X632,-0.03536816057600976,312,128,0.03536816057600976
O,330X1163,-0.03535533905948046,330,86,0.03535533905948046
J,330X1163,-0.03535533905948046,330,142,0.03535533905948046
M,330X1163,-0.03535533905940196,330,128,0.03535533905940196
M,220X155,-0.0353553390593329,220,128,0.0353553390593329
O,220X155,-0.0353553390593329,220,86,0.0353553390593329
N,220X155,-0.0353553390593329,220,266,0.0353553390593329
J,220X155,-0.0353553390593329,220,142,0.0353553390593329
M,310X139,-0.03535533905933289,310,128,0.03535533905933289
N,310X139,-0.03535533905933289,310,266,0.03535533905933289
J,310X139,-0.03535533905933289,310,142,0.03535533905933289
L,310X139,-0.03535533905933289,310,178,0.03535533905933289
L,520X375,0.03535533905932776,520,178,0.03535533905932776
M,520X375,0.03535533905932776,520,128,0.03535533905932776
N,520X375,0.03535533905932776,520,266,0.03535533905932776
J,520X375,0.03535533905932776,520,142,0.03535533905932776
L,330X1163,-0.035355339059323455,330,178,0.035355339059323455
N,310X140,-0.035355339059320326,310,266,0.035355339059320326
M,310X138,-0.035355339059320326,310,128,0.035355339059320326
L,310X138,-0.035355339059320326,310,178,0.035355339059320326
N,310X138,-0.035355339059320326,310,266,0.035355339059320326
M,310X140,-0.035355339059320326,310,128,0.035355339059320326
J,310X140,-0.035355339059320326,310,142,0.035355339059320326
J,310X138,-0.035355339059320326,310,142,0.035355339059320326
L,310X140,-0.035355339059320326,310,178,0.035355339059320326
L,440AX158,0.035355339059295214,UNKNOWN,178,0.035355339059295214
O,440AX158,0.035355339059295214,UNKNOWN,86,0.035355339059295214
J,440AX158,0.035355339059295214,UNKNOWN,142,0.035355339059295214
M,440AX158,0.035355339059295214,UNKNOWN,128,0.035355339059295214
L,520X72,-0.03532033761093052,520,178,0.03532033761093052
J,420X157,-0.035318065509972636,420,142,0.035318065509972636
L,312X266,0.03530842500047338,312,178,0.03530842500047338
N,312X197,0.035288786015307834,312,266,0.035288786015307834
O,220X31,-0.03524604213322416,220,86,0.03524604213322416
M,312X291,0.035238649336150084,312,128,0.035238649336150084
L,440AX57,0.035238222464305066,UNKNOWN,178,0.035238222464305066
O,312X167,0.0352188403865141,312,86,0.0352188403865141
J,520X174,-0.03519392790500024,520,142,0.03519392790500024
L,312X555,0.035181096726132066,312,178,0.035181096726132066
N,520X167,-0.03517953649776076,520,266,0.03517953649776076
L,440AX111,-0.03517944378796809,UNKNOWN,178,0.03517944378796809
O,312X561,0.03517374456985772,312,86,0.03517374456985772
O,360X637,-0.03515957570528113,360,86,0.03515957570528113
M,312X135,0.035156172638217936,312,128,0.035156172638217936
L,440AX81,0.035155258809613205,UNKNOWN,178,0.035155258809613205
L,440AX62,0.03509794262064234,UNKNOWN,178,0.03509794262064234
L,440AX75,0.035094076770979775,UNKNOWN,178,0.035094076770979775
N,312X355,-0.035092584277027106,312,266,0.035092584277027106
N,400X100,0.03507466036367053,400,266,0.03507466036367053
O,360X645,0.03505230808141595,360,86,0.03505230808141595
L,311X112,0.03505153002670184,311,178,0.03505153002670184
J,360X1152,-0.03504780257129044,360,142,0.03504780257129044
M,400X148,-0.03503608698668462,400,128,0.03503608698668462
L,340X177,0.03503215110996765,340,178,0.03503215110996765
L,440AX79,0.03502340670368326,UNKNOWN,178,0.03502340670368326
N,330X208,0.03502012109943415,330,266,0.03502012109943415
