field,operation,observed_type,physical_meaning,unit,measurement_event,source_system,earliest_available_time,Y_measurement_time,available_before_Y,evidence_reference,prospective_eligibility,offline_complete_record_use
750X33,750,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
750X34,750,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
750X36,750,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
750X37,750,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
750X39,750,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
750X40,750,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
750X42,750,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
750X43,750,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
750X44,750,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
750X45,750,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
750X47,750,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
750X48,750,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
750X50,750,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
750X51,750,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
750X53,750,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
750X54,750,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
750X55,750,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
750X56,750,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
750X58,750,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
750X59,750,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
750X61,750,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
750X62,750,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
750X64,750,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
750X65,750,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
750X66,750,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
750X67,750,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
750X69,750,numeric,unverified,unverified,unverified,unverified,unverified,unverified,unverified,no field dictionary or event log supplied,not established,retrospective only
